player,dealer,hit,stay,optimal
4,2,0.3952421765712667,-0.7,hit
4,3,-0.31242579329292447,-0.48999999999999994,hit
4,4,0.4437655998673177,-0.48999999999999994,hit
4,5,-0.017723299766245915,-0.42699999999999994,hit
4,6,-0.292845814114551,-0.7,hit
4,7,-0.11694447603201308,-0.7,hit
4,8,-0.6061276542092265,-0.847,hit
4,9,0.0,0.7,stay
4,10,-0.5116204137925929,-0.7,hit
4,11,-0.6001778708586945,-0.9099999999999999,hit
5,2,-0.16307677358346076,-0.48999999999999994,hit
5,3,0.25680519075480285,-0.7,hit
5,4,0.3317709587617831,-0.82243,hit
5,5,0.4951350018874437,-0.7,hit
5,6,0.6156409086178475,-0.9541,hit
5,7,-0.14382735953674528,-0.48999999999999994,hit
5,8,-0.48053114246050854,-0.9099999999999999,hit
5,9,-0.03927425925836197,-0.9099999999999999,hit
5,10,-0.17019086711693193,-0.847,hit
5,11,-0.4155156345929906,-0.5529999999999999,hit
6,2,0.6084723818751495,-0.7,hit
6,3,-0.23523588204980378,-0.7,hit
6,4,-0.33426693613481934,0.8124097169999998,stay
6,5,-0.07318445525710744,-0.9099999999999999,hit
6,6,0.40431364344295034,-0.7,hit
6,7,0.08087214450548286,-0.86023,hit
6,8,0.3446463643813116,-0.95977,hit
6,9,-0.2948473950628973,-0.7,hit
6,10,-0.5441329468119315,-0.9963793000000001,hit
6,11,-0.8251366900273304,-0.9099999999999999,hit
7,2,0.37426281128933403,-0.27716119035191367,hit
7,3,0.011445850582564893,-0.9099999999999999,hit
7,4,-0.7791527273153345,-0.847,hit
7,5,0.027408530726605373,-0.973,hit
7,6,0.7566640579231516,-0.847,hit
7,7,-0.79375869539505,-0.924931,hit
7,8,-0.3224565459034595,-0.9919,hit
7,9,0.21473298518356013,-0.9099999999999999,hit
7,10,-0.48000116386721875,-0.9941986268093865,hit
7,11,-0.7172157505641693,-0.9099999999999999,hit
8,2,0.4395124413443692,0.8337699999999999,stay
8,3,0.16879137700240884,-0.9541,hit
8,4,0.4645526324695448,-0.9099999999999999,hit
8,5,-0.46787275332679923,-0.9541,hit
8,6,0.25943725944597484,-0.936493138,hit
8,7,0.25027177491744396,-0.8658999999999999,hit
8,8,-0.019421865888945733,0.7580999999999998,stay
8,9,-0.6877268645278887,-0.847,hit
8,10,-0.11949108053543558,-0.82476787496509,hit
8,11,-0.444507896896837,-0.973,hit
9,2,-0.06577619899165821,-0.8727607,hit
9,3,-0.39138629872738523,-0.9472959999999999,hit
9,4,0.043839318214205156,-0.824131,hit
9,5,-0.8040246314221731,-0.7,stay
9,6,-0.42057564800766456,-0.8244438139,hit
9,7,0.5877208636360978,-0.8613244216989999,hit
9,8,0.158587556133584,-0.9099999999999999,hit
9,9,0.06595826502160237,-0.8207289999999999,hit
9,10,-0.7363741842711043,-0.9851628975314581,hit
9,11,0.3170464963807939,-0.9541,hit
10,2,0.15774588917878418,-0.5341,hit
10,3,0.49902937062348024,-0.9919,hit
10,4,-0.6725580116339739,-0.7,hit
10,5,0.5763472885877424,-0.823504838472127,hit
10,6,0.6768905327471061,-0.9513116829999999,hit
10,7,-0.24471342289186754,-0.973,hit
10,8,-0.43367862771152604,-0.9919,hit
10,9,0.43397194768957925,-0.96085864,hit
10,10,0.812195053562448,-0.9810715403503,hit
10,11,0.2411770020515255,-0.973,hit
11,2,0.6755950487876529,-0.861527863,hit
11,3,0.6088068295657619,-0.9874207,hit
11,4,0.3372219023519444,-0.7,hit
11,5,-0.2666504280755971,-0.9997813,hit
11,6,-0.3549521517192673,-0.56623,hit
11,7,-0.6031823555133937,-0.99520561,hit
11,8,0.8477530194118735,-0.988640317,hit
11,9,-0.6918593865641351,-0.9541,hit
11,10,-0.6415431036919714,-0.961086367263862,hit
11,11,0.8151904568206705,-0.3441829733177326,hit
12,2,-0.6725228201155029,-0.9872113254373279,hit
12,3,-0.9855461415950264,-0.9964945618197752,hit
12,4,-0.5139169159556972,-0.995869,hit
12,5,-0.46469859407908876,0.4492346248359689,stay
12,6,-0.7073532174830406,-0.9849230150666981,hit
12,7,0.33558490303826916,-0.8702893332270129,hit
12,8,-0.7631367652009136,-0.993273562591093,hit
12,9,-0.941813368835557,-0.9504611297329659,hit
12,10,-0.586573718206224,-0.9999641099599987,hit
12,11,-0.8688346250261088,-0.999271,hit
13,2,-0.613471004287399,-0.8200211003142603,hit
13,3,-0.9399215039925866,-0.9886322843677,hit
13,4,-0.4136904159484966,-0.8002388049067237,hit
13,5,0.308459245250863,-0.9851294894732746,hit
13,6,0.6531298070984285,-0.9851358640974791,hit
13,7,0.4485345718620229,-0.869015257008346,hit
13,8,-0.4129785623846952,-0.99551179,hit
13,9,-0.549116320058769,-0.9842005896260925,hit
13,10,-0.506053596885341,-0.8626575108082083,hit
13,11,-0.8392705805990095,-0.9996172741104818,hit
14,2,1.0020737219005085,-0.9952433497753812,hit
14,3,-0.46851019745617156,-0.5799914386685419,hit
14,4,0.48469737147022945,-0.9883172266400709,hit
14,5,-0.9159845159246004,0.40445038741748296,stay
14,6,-0.9720874964350404,-0.4526648853332078,stay
14,7,0.7073394973977034,-0.9999641564641097,hit
14,8,-0.2247974102407739,-0.8312915851953903,hit
14,9,0.4107112498720321,-0.998655801573619,hit
14,10,-0.3961585442399107,-0.9999078552420091,hit
14,11,0.4180084525116452,-0.9998941446843197,hit
15,2,-0.6173007384179763,-0.9965694053111419,hit
15,3,-0.9053797710663276,-0.9956553281973887,hit
15,4,-0.6603563698209288,-0.9998714900100252,hit
15,5,-0.9996733761427,-0.8317764043968956,stay
15,6,-0.06669938050197013,-0.9962907559464015,hit
15,7,-0.8389456113990437,-0.9996879151,hit
15,8,0.27490510419912667,-0.9956546780993898,hit
15,9,-0.9894684597010059,-0.9883455524126828,stay
15,10,-0.8783440942768961,-0.8242014648520104,stay
15,11,-0.4098003390841619,-0.99993439,hit
16,2,-0.5933724925946333,-0.9997813,hit
16,3,-0.5650961087203445,-0.5407510188784259,stay
16,4,-0.44211511647720414,-0.9999056456414736,hit
16,5,-0.8573846777503515,-0.9852152583441656,hit
16,6,-0.6022623080253239,-0.5305503721769413,stay
16,7,-0.9753544329483541,-0.981059644545194,hit
16,8,-0.9880356578231433,-0.45398592046777114,stay
16,9,-0.9739480376471328,-0.9989778508536834,hit
16,10,0.770180342187569,-0.999999992411956,hit
16,11,-0.9093357813638447,-0.9996834603090479,hit
17,2,-0.9862930818099094,-0.5011224631418209,stay
17,3,-0.9997813,0.9718374524389162,stay
17,4,-0.9907444391512328,0.5760760094546321,stay
17,5,-0.9966755146171833,-0.4535626946514849,stay
17,6,0.3563951343964948,-0.8263095924936847,hit
17,7,-0.9699190529378106,-0.9142810977656634,stay
17,8,-0.9616712571410969,0.6483243232553508,stay
17,9,-0.8388892370145168,-0.9965896412582711,hit
17,10,-0.9995349123410855,-0.977390776336712,stay
17,11,-0.9999913591599019,-0.7707925455860376,stay
18,2,-0.99899531893,0.9801526134891927,stay
18,3,-0.973,-0.4650235302375416,stay
18,4,-0.9591983970894905,0.05818047124664359,stay
18,5,-0.9926312012736648,-0.9928721405366383,hit
18,6,-0.9960478449935697,-0.9461809388958466,stay
18,7,-0.9901489795649822,0.29932734225790936,stay
18,8,-0.5352795599676659,-0.8208429726650833,hit
18,9,-0.999271,-0.08372687783386111,stay
18,10,-0.9965159300804366,-0.9377586956282422,stay
18,11,-0.9999634434268876,-0.29896831456753,stay
19,2,-0.9756128658808201,1.0311202677591231,stay
19,3,-0.8415726739305929,0.9327811470624252,stay
19,4,-0.9524632439776548,1.2774176330336409,stay
19,5,-0.9749535221701505,-0.9844641340188195,hit
19,6,-0.5977516260834712,0.26217244134885637,stay
19,7,-0.9357136340166414,0.9885298617930504,stay
19,8,-0.995793312428173,0.999998749295653,stay
19,9,-0.6779383053171566,-0.012656094845230626,stay
19,10,-0.9999990522429271,-0.8610222683077069,stay
19,11,-0.9861318322913943,-0.5165815312571967,stay
20,2,-0.8898085380709,0.5799975203085933,stay
20,3,-0.993601,0.9941085660239708,stay
20,4,-0.9678613819552877,0.29967997571555116,stay
20,5,-0.9919,0.9776979665118752,stay
20,6,-0.5564551987101409,0.9369974042550275,stay
20,7,-0.99897036292963,0.9810080219480872,stay
20,8,-0.9997813,1.3499857322615196,stay
20,9,-0.9759313906427306,0.9999999967142172,stay
20,10,-0.989226998370385,0.5793367521021104,stay
20,11,-0.9673880965918559,-0.5054047628909965,stay
21,2,-0.8785634321251762,0.994314981871,stay
21,3,-0.9099999999999999,0.9993366100000027,stay
21,4,-0.7,1.0000298525497846,stay
21,5,-0.973,0.9810957549673824,stay
21,6,-0.7,1.0006643660819918,stay
21,7,-0.973,0.23694993968118971,stay
21,8,-0.9099999999999999,0.9368698734999407,stay
21,9,-0.9099999999999999,0.9810999999926777,stay
21,10,-0.9971855253672812,1.0006656683049324,stay
21,11,-0.9975700000000001,1.008894565936942,stay
