player,dealer,hit,stay,split,double,optimal
"8,8",9,-0.01679307196415712,-0.012747316676859851,-0.014878580400017915,-0.01594172931924763,stay
"A,6",9,0.002472068300227194,-0.008028760864985288,0.0,0.002995203358656335,double
"4,4",9,-0.0011834179847052561,0.00449003492010043,-0.002008309925413321,0.0,stay
"9,9",9,-0.0019984007198720084,-0.0015331892580215606,0.05697909887116135,-0.002,split
"10,10",10,-0.010808383137940202,0.5103674708631294,0.1281318227613704,-0.011703124079161109,stay
"A,2",10,0.0009899132392589755,-0.0029522381134012097,0.0,0.0,hit
"A,7",10,0.005257906743572035,-0.008982016992001001,0.0,0.006099855735091992,double
"A,9",10,-0.00314022321018101,0.15047370548916533,0.0,-0.0018939509216071868,stay
"5,5",10,0.0030721571806410276,-0.012203612761465518,0.0255093179831785,0.0029300219908915772,split
"A,3",10,0.0008666038232644832,-0.003978037973008998,0.0,0.0,hit
"A,5",10,-0.00026825329800765423,-0.007107113987614372,0.0,0.0,double
"A,4",10,0.000766569311579982,-0.0039890149949940055,0.0,0.0,hit
"A,6",10,0.0017673970377671774,-0.003980003068845165,0.0,0.0029597762912411435,double
"A,A",10,0.0,0.001,0.3044628990243204,0.0,split
"3,3",10,-0.00020065905019514476,-0.005997001,0.04314484452516904,0.0,split
"A,8",10,-0.0002558002121965235,-0.01098292043787993,0.0,3.3109608400687127e-07,double
"7,7",10,-0.03140684613791938,-0.03138969297097437,0.039215141105851975,-0.03266854314055326,split
"9,9",10,-0.029944361177320914,-0.02811574825858858,0.061775520434993916,-0.030225841455494055,split
"8,8",10,-0.04195223917167551,-0.04525735487869277,0.03500621893170908,-0.041010507228720634,split
"4,4",10,-0.0013166566734254858,-0.004999,0.04204315529307291,0.0,split
"6,6",10,-0.02689492136300091,-0.02647293839837583,0.04498421527241034,-0.02769648275061077,split
"2,2",10,-0.0005704501723032171,-0.006994001002999,0.044086697812302046,0.0,split
"10,10",11,-0.003994003999,0.3555374536063293,0.027992415543227383,-0.007988007998,stay
"9,9",11,-0.007968873444167902,-0.004646822011382137,0.0431962549673274,-0.007985015991002,split
"8,8",11,-0.009951347494751208,-0.00777135116820932,-0.008716499807261824,-0.007984814392626048,stay
"A,A",11,-0.0009790582690347115,-0.0009970010029990003,0.20788530374421646,0.0,split
"A,3",11,0.0006881594231790157,-0.007998015881312544,0.0,1.3408745276818717e-06,hit
"A,9",11,0.00046344043119010236,-0.004999,0.0,0.0,hit
"A,4",11,0.0009546869214280761,-0.004999004985015993,0.0,0.0,hit
"A,5",11,0.0005931251914947334,-0.004,0.0,0.0,hit
"6,6",11,-0.006956025768746528,-0.0045242585006702975,-0.007273670616293271,-0.005991606077376612,stay
"5,5",11,-0.0019930527341716865,0.00854831316180293,-0.002708464744946797,0.0,stay
"A,2",11,-0.0009024935254950082,-0.004999,0.0,0.0,double
"A,6",11,-0.0014405355132932965,-0.00535237587538885,0.0,-0.0009636582956114176,double
"2,2",11,0.0019028578918241891,-0.004999,0.0006240777043234138,0.0,hit
"4,4",11,-0.0009833853382016494,-0.004038748819279507,-0.0016783104492058597,0.0,double
"A,8",11,-0.0005829340496630189,-0.0029979950039989997,0.0,0.0,double
"A,7",11,0.0011920441933563728,-0.00900490127955246,0.0,0.001487049782873076,double
"7,7",11,-0.008751309695563486,-0.009408159179638647,0.006873779172330123,-0.009978825021832304,split
"3,3",11,-0.0008620439118970109,-0.001999,0.007383286749871382,0.0,split
5,2,0.0,-9.999999999999159e-07,0.0,0.0005463305538006642,double
5,3,3.4751618805133165e-07,0.0,0.0,0.000488604197033275,double
5,4,0.0,0.0,0.0,0.0010896649807545574,double
5,5,0.0019472434821303328,-0.0004987018000000001,0.0,2.383724041902555e-05,hit
5,6,0.002728346904403897,0.0,0.0,0.0,hit
5,7,0.0027501408613561547,0.0,0.0,0.0,hit
5,8,1.229699480087295e-05,0.0,0.0,0.0017419187820024839,double
5,9,0.0009172718176145196,-0.001999,0.0,0.0,hit
5,10,0.014784723785176805,-0.001000999,0.0,0.0,hit
5,11,0.0004960402481194373,-0.002997001,0.0,0.0,hit
6,2,0.00025206042186776286,0.001433474954043208,0.0,0.0,stay
6,3,0.0007584216937183232,-9.999999999999159e-07,0.0,0.0,hit
6,4,0.0007665157281887508,0.0,0.0,2.8646149499320614e-05,hit
6,5,0.001405080466583834,0.0,0.0,0.0,hit
6,6,0.0025050214613227557,0.0,0.0,0.0,hit
6,7,0.0019574507102234394,-0.0005015789803765402,0.0,1.4033769098425727e-06,hit
6,8,0.0016832767985757108,-8.98201499400066e-06,0.0,0.0,hit
6,9,0.0,0.0,0.0,0.0012713808408804093,double
6,10,0.011721134983555377,-0.001,0.0,0.0,hit
6,11,0.00024047830758698965,0.0,0.0,0.0,hit
7,2,0.001577162293763679,-9.999999999999159e-07,0.0,0.0,hit
7,3,0.0014523762759481823,-6.9860129940011156e-06,0.0,0.0,hit
7,4,0.002644436951379772,0.0,0.0,1.483392853262219e-06,hit
7,5,0.0036931271522639953,-0.001999,0.0,0.0,hit
7,6,0.007999471161460854,0.001,0.0,0.0,hit
7,7,0.00011531212934023699,0.0,0.0,0.006152059113179688,double
7,8,0.0050565243773351585,-0.001999,0.0,0.0,hit
7,9,0.0018254677723458328,-0.001,0.0,0.0,hit
7,10,0.0009581937701127871,-0.0009950010049960007,0.0,0.016635341427944646,double
7,11,0.0005617500426358153,-0.001,0.0,1.4607390691583024e-05,hit
8,2,0.008478182892227404,-0.001,0.0,0.0,hit
8,3,0.006231864792108952,0.0029390665857324284,0.0,0.0,hit
8,4,0.007690689492634371,-3.99600100000003e-06,0.0,0.0,hit
8,5,0.010635644638869896,-0.0010466563414310175,0.0,0.0,hit
8,6,0.013163593959347788,0.0,0.0,5.468175454899881e-05,hit
8,7,0.019838647904982184,0.001,0.0,9.140790405814694e-05,hit
8,8,0.022583522131997193,-0.001,0.0,0.0,hit
8,9,0.003571632382082493,-9.999999999999159e-07,0.0,0.0,hit
8,10,0.01865496725057433,-0.001999998001,0.0,0.00018501721291004395,hit
8,11,0.0010496914028235132,0.0,0.0,0.0,hit
9,2,0.0034955931688998906,0.001,0.0,0.03156528655773231,double
9,3,0.024863650156787456,-9.999999999999159e-07,0.0,0.0,hit
9,4,0.028593521814569013,-0.001,0.0,1.2408440595300269e-05,hit
9,5,0.004928161902490675,0.0,0.0,0.04066048804658621,double
9,6,0.03339199672702723,-0.001,0.0,0.00026764985047165394,hit
9,7,0.03232627026816752,0.001999,0.0,2.6163932503409156e-05,hit
9,8,0.0840227671673339,-0.001999,0.0,0.00046450758316046904,hit
9,9,0.032068016331664485,-0.001999,0.0,0.0,hit
9,10,0.011069005293549636,-0.001,0.0,0.06189161241134128,double
9,11,0.010764912243082072,0.001,0.0,0.0001086216674963419,hit
10,2,0.041845781031920576,-0.004000999,0.0,0.0,hit
10,3,0.038295317448351206,0.001,0.0,0.0,hit
10,4,0.03332180087153555,-0.004996998001,0.0,0.0,hit
10,5,0.03925200764179602,-0.0006830447529882007,0.0,8.11803510547024e-06,hit
10,6,0.031207594106995497,0.0008315460627105217,0.0,0.0,hit
10,7,1.4543495068040952e-05,0.04294841629014656,0.0,0.0,stay
10,8,0.0248556571196452,0.0,0.0,0.10614793296885741,double
10,9,0.08693216423552934,-0.001000999,0.0,0.0005644221007875647,hit
10,10,0.21487432428592573,-0.003989017985006,0.0,0.0006156890365830657,hit
10,11,0.029079017926176814,-0.001,0.0,0.0,hit
11,2,0.066443115095474,-0.001,0.0,5.545546871757901e-05,hit
11,3,0.06292758404105671,-0.001,0.0,0.0,hit
11,4,0.060538377996653785,-0.000997001,0.0,0.0004598056352486218,hit
11,5,0.05733293566192087,0.0,0.0,0.0001521154237499114,hit
11,6,0.0464027847608375,-0.000497001,0.0,7.801086532741441e-05,hit
11,7,0.053246540028800714,-0.001999,0.0,0.0002002123996767878,hit
11,8,0.03542945284881072,0.001,0.0,0.16122644888805857,double
11,9,0.09529971733882919,-0.002997001,0.0,0.0010353719218882049,hit
11,10,0.3083476855185001,-0.0015241921408709388,0.0,0.0017196810035506526,hit
11,11,0.06701668857303415,-0.001999,0.0,0.0003374348512673091,hit
12,2,-0.05959491006707305,-0.04961563728779925,0.0,-0.060374149539810955,stay
12,3,-0.07851633360091868,-0.03589694311091419,0.0,-0.0769760245697147,stay
12,4,-0.05358711392368553,-0.0006147462087837635,0.0,-0.053218530087660865,stay
12,5,-0.03215124153314347,0.019656081553517248,0.0,-0.03198123246756489,stay
12,6,-0.004742236958387529,0.08386427231984873,0.0,-0.00778505832487976,stay
12,7,-0.01449277787445263,0.02389113577118947,0.0,-0.013521405468580674,stay
12,8,-0.0861613189104305,-0.10143584884824033,0.0,-0.10037992129156083,hit
12,9,-0.14300176867092215,-0.13909599743630516,0.0,-0.14416142873059595,stay
12,10,-0.1271362535347075,-0.15864152885539864,0.0,-0.15464700529338707,hit
12,11,-0.112985650441225,-0.11333945514600276,0.0,-0.11376031039433625,hit
13,2,-0.040030230880100805,-0.023407736834843856,0.0,-0.040927625124547576,stay
13,3,-0.05009726402642578,-0.05072907993964415,0.0,-0.0479985878208395,double
13,4,-0.037680748260226826,-0.03829355220004429,0.0,-0.03755904492800992,double
13,5,-0.01463218988544178,0.03916941558916483,0.0,-0.014846074234430325,stay
13,6,-0.0016309383971124401,0.009591346529463527,0.0,-0.0018857134318000838,stay
13,7,-0.00396387311568901,0.0425503329098956,0.0,-0.003947086372821495,stay
13,8,-0.101833904514903,-0.11587324187849547,0.0,-0.11604612323069827,hit
13,9,-0.14341525425133672,-0.15437214394090254,0.0,-0.1505107848136893,hit
13,10,-0.18121515664031357,-0.18579890625575524,0.0,-0.18368370063608366,hit
13,11,-0.1609434345673934,-0.16177935337706945,0.0,-0.1614140518086742,hit
14,2,-0.09767825881490998,-0.09999458454357399,0.0,-0.0984948102515839,hit
14,3,-0.048004436961294875,-0.03239161515126531,0.0,-0.04851797441955425,stay
14,4,-0.02988462673034047,-0.013614610433599978,0.0,-0.029258279475917505,stay
14,5,-0.027757076620978597,0.01188052893869899,0.0,-0.029161735569890282,stay
14,6,-0.012370682602076286,0.025411089152175756,0.0,-0.01382129880089298,stay
14,7,-0.05197202210505187,-0.05297218968881927,0.0,-0.052815209288616084,hit
14,8,-0.11196538878543909,-0.1213143029580128,0.0,-0.1231005837676797,hit
14,9,-0.1823490076114816,-0.18304862825175583,0.0,-0.18441141545082884,hit
14,10,-0.1963847763390531,-0.23007414066267792,0.0,-0.2305377898005229,hit
14,11,-0.15828638682305002,-0.1575075932067096,0.0,-0.1597272930096119,stay
15,2,-0.08697386031257454,-0.07412106956993551,0.0,-0.08859621004994783,stay
15,3,-0.09969114653876693,-0.0814085827068342,0.0,-0.10015261821565119,stay
15,4,-0.04481186405429654,0.02539123323387432,0.0,-0.046527201235938606,stay
15,5,-0.031214599636988926,0.004012535872071288,0.0,-0.03300828247954904,stay
15,6,-0.030791660061118456,0.04392926767640294,0.0,-0.030236962269157442,stay
15,7,-0.009354990686833188,0.011254692842453715,0.0,-0.013163166767005055,stay
15,8,-0.13221412211323907,-0.13412596419681408,0.0,-0.13494211312461926,hit
15,9,-0.20502876806820133,-0.20963903361516792,0.0,-0.20683210262506216,hit
15,10,-0.2757894929268335,-0.30134862233643656,0.0,-0.30076929557685006,hit
15,11,-0.17692750364864138,-0.1757574249964437,0.0,-0.17668800549795216,stay
16,2,-0.11101443884201165,-0.10776499169124314,0.0,-0.11099965852823444,stay
16,3,-0.05698976204087554,-0.03527503967811038,0.0,-0.058873882403160646,stay
16,4,-0.04816437522444475,-0.01653594592620369,0.0,-0.04902657873952975,stay
16,5,-0.018792734068780882,0.04673075528696806,0.0,-0.021201720470943382,stay
16,6,-0.011434309521646164,-0.001312211179675824,0.0,-0.013902897928843931,stay
16,7,-0.03481909739913786,0.029767810287647627,0.0,-0.037811782276203666,stay
16,8,-0.15260634330068423,-0.15500538595085064,0.0,-0.15630599141804272,hit
16,9,-0.18619840656497055,-0.19233596330139205,0.0,-0.19076929458407754,hit
16,10,-0.3459240472377427,-0.3492710786427212,0.0,-0.3513189936307377,hit
16,11,-0.18306218492905327,-0.18271884535060376,0.0,-0.1833725968670081,stay
17,2,-0.117232534471071,-0.0917745962538271,0.0,-0.11761436612606473,stay
17,3,-0.09643208262655294,-0.08684061667368896,0.0,-0.0998118865267532,stay
17,4,-0.007258889273729438,0.013230987139078002,0.0,-0.009486368982251879,stay
17,5,-0.04795147017239116,-0.008547692007112438,0.0,-0.0486172312593992,stay
17,6,-0.01529414508091128,0.03876326443333383,0.0,-0.01974663256985804,stay
17,7,-0.03287380708520694,0.008260271831336981,0.0,-0.037837239596253375,stay
17,8,-0.17350320177350498,-0.16952895310371408,0.0,-0.17215158704324038,stay
17,9,-0.2366806638862966,-0.2374561101959969,0.0,-0.23715166478326824,hit
17,10,-0.29068691209891956,-0.31525482846308805,0.0,-0.3152747912200931,hit
17,11,-0.2049394946638024,-0.20535474209065613,0.0,-0.20526339601220062,hit
18,2,-0.001,0.06337437192596197,0.0,0.0,stay
18,3,-0.015838236642999107,0.08562502447768923,0.0,-0.01264602214951765,stay
18,4,-0.00880583067003431,0.05209255251373844,0.0,-0.007953918704323135,stay
18,5,-0.00839659968119212,0.1118239891340471,0.0,-0.012406938258218599,stay
18,6,-0.0008598105235636971,0.12914787886541046,0.0,-0.003996007188410396,stay
18,7,-0.010814390628220687,0.14969371990866856,0.0,-0.013925999069508067,stay
18,8,-0.009399580327103153,0.11286783101886162,0.0,-0.011798869244996834,stay
18,9,-0.21344232545317515,-0.21310797969477097,0.0,-0.2146570704420715,stay
18,10,-0.33062192413701663,-0.29305318907204453,0.0,-0.3313070167929046,stay
18,11,-0.1625676677839693,-0.16211767179588185,0.0,-0.16252900587137914,stay
19,2,-0.006961346631647174,0.3463457896443345,0.0,-0.011961068930041986,stay
19,3,-0.007457881726292703,0.2581543294834429,0.0,-0.005994002,stay
19,4,-0.002997001,0.2740112414213236,0.0,-0.002,stay
19,5,-0.001403516002227433,0.4484939182628063,0.0,0.0,stay
19,6,-0.001999,0.26420187532359507,0.0,0.0,stay
19,7,-0.006104148557805411,0.3116652543095534,0.0,-0.008528046909900121,stay
19,8,9.999999999999159e-07,0.5958303535987421,0.0,-0.003998,stay
19,9,-0.0027300392844338967,0.19273889533308242,0.0,-0.002,stay
19,10,-0.03701323504854915,0.10849574654933455,0.0,-0.043139713807520075,stay
19,11,-0.013247916831732685,0.13693611976027198,0.0,-0.012936007120457572,stay
20,2,-0.0022524980784838578,0.36646659323046127,0.0,0.0,stay
20,3,-0.001,0.27112910117813765,0.0,0.0,stay
20,4,-0.001,0.21986048740351646,0.0,0.0,stay
20,5,-0.0017455094268505446,0.29195622150723316,0.0,0.0,stay
20,6,-0.001999,0.1914330426523643,0.0,0.0,stay
20,7,0.0,0.1286325432149222,0.0,0.0,stay
20,8,-4.019540523867056e-07,1.0355013442936383,0.0,0.0,stay
20,9,7.421887690559851e-05,0.6483769515938704,0.0,0.0,stay
20,10,-0.007457420039057549,0.6611046601843716,0.0,0.0,stay
20,11,-0.006979032977985048,0.3279776425772272,0.0,0.0,stay
21,2,-0.0029943851075932854,0.485305164236413,0.0,0.0,stay
21,3,-0.003994003999,0.44647023558332666,0.0,0.0,stay
21,4,0.0,0.3995885229207963,0.0,0.0,stay
21,5,-3.99600100000003e-06,0.3528779929331463,0.0,0.0,stay
21,6,-0.0005118612928976324,0.2798351010603082,0.0,0.0,stay
21,7,-0.0009965662199608702,0.34006521186976957,0.0,0.0,stay
21,8,-0.001974888734206816,1.3160589929996491,0.0,0.0,stay
21,9,-0.001999,0.8856053210223579,0.0,0.0,stay
21,10,-0.003994003999,1.0865920574458492,0.0,0.0,stay
21,11,0.000998001999,0.7093288381827362,0.0,0.0,stay
